id,symbol,timeframe,signal_type,entry_price,stop_loss,take_profit,confidence,timestamp,status
192,AUDUSD,M5,SELL,0.6547,0.6553852217277869,0.6535713995071744,0.7,2025-07-10 07:25:13.990481,not_executed
193,USDJPY,M5,BUY,146.699,146.57505850900995,146.9031389263366,0.75,2025-07-10 07:25:14.043548,not_executed
194,USDJPY,M15,BUY,146.699,146.4861360953709,147.0495993723303,0.75,2025-07-10 07:25:14.047758,not_executed
195,AMD,M5,BUY,143.02,141.41262938233257,145.66743395851108,0.75,2025-07-10 07:25:14.095998,not_executed
196,AMD,M15,BUY,143.02,140.74083897228243,146.7739122809466,0.75,2025-07-10 07:25:14.100885,not_executed
197,AAPL,M5,BUY,211.02,210.10739819017797,212.52310886323627,0.75,2025-07-10 07:25:14.140118,not_executed
198,USDCHF,M15,BUY,0.79813,0.796933784756777,0.8001002368711908,0.75,2025-07-10 07:25:14.224444,not_executed
199,XAGUSD,M15,SELL,36.532,36.79637230182974,36.09656326757454,0.8,2025-07-10 07:25:14.233153,executed
200,XAUUSD,M15,BUY,3316.78,3306.6324187773835,3333.493663190193,0.8,2025-07-10 07:25:14.362472,executed
201,AAP,M15,BUY,60.19,59.32992271382304,61.606597883114986,0.75,2025-07-10 07:25:14.387992,not_executed
202,USDCAD,M15,BUY,1.36988,1.3685930728177307,1.3719996447707965,0.75,2025-07-10 07:25:14.440409,not_executed
203,XAUEUR,M15,BUY,2840.61,2832.4368345817215,2854.0716842183415,0.75,2025-07-10 07:25:14.449516,not_executed
204,ALB,M15,BUY,74.8,73.53661610325969,76.8808675946311,0.75,2025-07-10 07:25:14.509963,not_executed
205,AMAT,M15,BUY,197.68,196.3516770269252,199.8678260732997,0.75,2025-07-10 07:25:14.518737,not_executed
206,SGDJPY,M15,BUY,114.442,114.30925057661929,114.66064610909763,0.75,2025-07-10 07:25:14.648576,not_executed
207,AAL,M15,BUY,12.79,12.453672109061685,13.343951820368988,0.75,2025-07-10 07:40:49.662870,not_executed
208,AG,M15,SELL,8.31,8.427759833503375,8.116042627170913,0.7,2025-07-10 07:40:49.671620,not_executed
209,AGNC,M15,BUY,9.48,9.43885880902742,9.547761961601894,0.7,2025-07-10 07:40:49.725874,not_executed
210,AMPG,M15,BUY,2.38,2.3181598337256464,2.4818543915107,0.75,2025-07-10 07:40:49.769094,not_executed
211,INTC,M5,BUY,23.66,23.497552198783467,23.927561084356647,0.75,2025-07-10 07:40:49.773819,not_executed
212,ACHR,M15,BUY,10.39,10.221070374883757,10.668237029603224,0.8,2025-07-10 07:40:49.796416,not_executed
213,AES,M15,BUY,12.77,12.479645512288574,13.248230920936464,0.8,2025-07-10 07:40:49.832035,not_executed
214,ALC,M15,BUY,88.23,87.75473417405786,89.01279077214001,0.75,2025-07-10 07:40:49.879462,not_executed
215,AI,M15,BUY,26.82,26.317039326543885,27.64840581510419,0.8,2025-07-10 07:40:49.948217,not_executed
216,ALLT,M15,BUY,10.56,10.225687997783718,11.110631533062115,0.75,2025-07-10 07:40:50.085451,not_executed
217,AIRI,M15,BUY,3.82,3.498870749509274,4.348918765514137,0.75,2025-07-10 07:40:50.181418,not_executed
218,AUDSGD,M15,BUY,0.83927,0.8380929381743994,0.8412086900656949,0.75,2025-07-10 07:40:50.198649,not_executed
219,AMPX,M15,BUY,6.42,5.986907827179019,7.133328284646321,0.75,2025-07-10 07:40:50.207081,not_executed
220,AAOI,M15,BUY,27.23,26.461084659978646,28.49644879532929,0.8,2025-07-10 07:40:50.216179,not_executed
221,AUDUSD,M15,BUY,0.65509,0.6538832959563495,0.657077512542483,0.8,2025-07-10 07:40:50.243064,not_executed
222,AMD,M15,BUY,143.75,141.41236266486698,147.60022619904262,0.75,2025-07-10 07:40:50.347756,not_executed
223,AAPL,M15,BUY,211.47,210.33346081208506,213.34194689774222,0.75,2025-07-10 07:40:50.391198,not_executed
224,XAGUSD,M15,BUY,36.606,36.352231116192,37.023972279213176,0.8,2025-07-10 07:40:50.478141,executed
225,AAP,M15,BUY,60.38,59.58276857420219,61.693087054255216,0.75,2025-07-10 07:40:50.633583,not_executed
226,XAUEUR,M15,BUY,2840.51,2832.8257721930477,2853.166375211452,0.75,2025-07-10 07:40:50.694482,not_executed
227,AMAT,M15,BUY,198.06,196.72412897889072,200.2602581524153,0.75,2025-07-10 07:40:50.763799,not_executed
228,SGDJPY,M15,BUY,114.518,114.38019316640339,114.74497596121795,0.75,2025-07-10 07:40:50.893350,not_executed
229,GBPJPY,M5,SELL,198.768,198.9044328859601,198.54328701135984,0.75,2025-07-10 07:40:51.002678,executed
230,AAL,M5,BUY,12.99,12.795003156635408,13.311171271424033,0.75,2025-07-10 07:56:15.411097,not_executed
